id,title,description,suburb,postcode,latitude,longitude,posting_date,price,extraction_date
7614368525,"(YMH-635) Electrician, Cairns","EDC Electrical & Co. is a rapidly growing company based in Weipa *Please note position is located in Weipa cape York. Due to an increasing client base and project commitments, we are currently looking for a qualified electricians to join our team. Immediate Start Accommodation Supplied ""Position is not FIFO"" Positions Available: - Rio TintoLabourhire - Hazardous area Electrical Work - Project and Maintenance work - Mining - Remote Station work - General Domestic About You: To be successful for this role you must have: - A current QLD electrical licence - A current QLD drivers licence - Elevated work platform - Current CPR/LVR - The ability to work unsupervised - A positive attitude - Self-Motivation - A strong work ethic and a willingness to work the hours that are required to meet project deadlines - Commitment to delivering quality results for our clients -Must pass a drug and Alcohol The following is desirable but not necessary: - Refrigeration / Airconditioning licence - Machinery Tickets (Bobcat, excavator etc) - HR/HC Licence - HV Terminations - Fibre Optic experience - Current High risk work licence - Confined Space - Hazardous areaWhat is on offer: - Attractive Hourly Rate, Fulltime position - Company Vehicle - A great work life balance - be a part of a close-knit team, working for a family business who actually care about their employees. If you are interested in joining a company that offers job satisfaction and a great working environment, please send your resume and cover letter detailing your experience and suitability to",Cairns,,-16.9207,145.772,less than a week ago,,2025-07-04
7614575020,"Residential Service Electrician $1000 to $5000 per week - …, Victoria","Seeking residentialserviceelectricians to run service calls in Brevard County. Earn higher pay than other service electrician companies such as Mister Sparky. Bonuses also available. Responsibilities include diagnosing electrical issues, working on electric panels, communicating effectively withcustomers, and explaining pricing clearly. Candidates must be professional and maintain a clean appearance. Company Description: A fast-paced, growing business serving Palm Beach, Martin County, Vero, Treasure Coast, Space Coast, Orlando, Kissimmee, Lakeland, and Tampa areas. We assist homeowners 24/7 with electrical and HVAC needs. Opportunities include obtaining your own license, earning more, advancing to management, or running a new location. #J-18808-Ljbffr",Victoria,,-36.5986,144.678,less than a week ago,,2025-07-04
7614499566,"Maintenance Electrician - (Q-773), Victoria","ACRWORLDis a leading nationwide Recruitment andlabourHire provider that is now one of Australia’s largest Architecture,Engineering, Construction, Renewable Energy and Property agencies, with an impressive track record in securing talent in an ever-evolving and competitive marketplace. Our client is a global real estate services company known for providing exceptional facilities management, property management, and advisory services. We are seeking a skilled and licensed Maintenance Electrician to join our client's dynamic team in Ravenhall. This role offers the opportunity to work in a supportive environment with the potential for permanent employment after a successful 4-month probation period. You will report to the StateServiceManager as part of the Facilities Service team. Your main responsibilities will include, but are not limited to: - Performing urgent, routine, and ad hoc maintenance, repairs, and inspections across various sites. - Operating independently and overseeing your own tasks. - Engaging in team efforts for small project works. - Encouraging a collaborative team environment with colleagues. Requirements - Valid NSW Electrical License. - Provenexperience as a Maintenance Electrician, preferably in a commercial setting. - Strong knowledge of electrical systems, maintenance, and repair techniques. - Ability to read and interpret blueprints, schematics, and technical drawings. - Excellent problem-solving skills and attention to detail. - Strong commitment to safety and compliance with regulations. - Good communication and interpersonal skills. - Valid driver’s license Benefits - Full-time position available after 4 months - Uniforms Provided - Being part of a growing global company - Career development and a promote from withinculture - An organisation committed to Diversity and Inclusion How to apply? If you are interested and you meet the above criteria, then please send your resume to #J-18808-Ljbffr",Victoria,,-36.5986,144.678,less than a week ago,,2025-07-04
7614405970,"Multi Service Technician - Electrician (VWE-19), Sydney","Join the Outstanding Equans Multi-Technical Services Team working across a portfolio of multi-technical sites, this role is predominantly based acrossDarlinghurst. Represent our skilled team providing outstanding services on site! About Us Equans ANZ, a leading provider of technical services across Australia & New Zealand, is on the lookout for a Multi-ServiceTechnician – Electrician to be an important part of an experienced team of multi-skilled technicians that work across a wide variety of sites and industries across the Darlinghurst area. Equans is part of a global, technical services leader, and part of the Bouygues Group. Our local team of qualified technicians and support staff delivers value for customers by balancing cost, risk, and performance, while having access to a global network of experts. We design and provide customised solutions for our clients to support them in their energy, industrial and digital transitions. With highly qualified employees across 20+ locations in Australia and New Zealand, we provide excellent technical expertise in design, installation, and maintenance, with a unique combination of skills in Mechanical, Fire Protection, AV and Electrical and Communications Services. What You Will Be Doing - Installation, testing and commissioning of various electrical systems across commercial building sites and premise. - Undertake reactive and preventative maintenance works on electrical equipment. - Complete all administration requirements, service report completion, to minor works quotations. - Be open to be trained in fire services testing and inspection, training will be provided. - Join a results orientated team with a keen focus on customer satisfaction. - Teamwork is essential to our success and supporting other experts in different trades delivery great outcomes. - Participate in the on-call roster as required. - Perform technical work on building services equipment in accordance with Equans safety, quality and customer standards ensuring that the company is meeting its objectives and budgets as required. -Respond to reactive and emergency works as required by the client. - Mentor apprentices and provide technical onsite training. - Establish and maintain relationships with our customers ensuring concerns and complaints are proactively addressed. - Work closely with other colleagues and managers within our customers properties to foster a strong team environment. - Maintain a current industry knowledge and keep self-updated with changes and advances. - You will be provided with training and development for a variety of different work required across multiple sites. What We Offer - Medibank Private Staff Discount. - Company paid life insurance. - Thrive in a talented team environment that values and invests in your professional development. - Collaborative and inclusive work culture. - Opportunities for continuous improvement. - Parental leave. - Volunteer leave. - EmployeeAssistance Program. Why Equans - A great team environment. - Growth and learning within your role. - Strong and supportive leadership. - Great place to learn new & refine current skills. About You - Proven experience in the commercial and industrial service, maintenance and installationof equipment within the building services industry – 5+ years desirable. - Solid understanding of the relevant codes and industry standards within the field of work. - A willingness to learn all aspects of Fire Protection Services, including but not limited to testing and inspection of fire equipment, developing a strong understanding of industry standards and codes of practice in the fire industry. - Willingness to pursue further study and qualification if the organisation requires it (this will be provided by the company). Skills And Experience - Qualification and Licensing Requirements: - Certificate III in Electrotechnology. - Electrical License. - FPA accreditation (desirable). - Well-developed customer service skills. - Strong diagnostic and fault-finding skills. - Current Australian driver’s licence. - Ability to pass National Police Check and WWC Check. Next steps If you are interested and meet the selection criteria, apply with an up-to-date resume via the application instructions on this website. We thank you for your interest in working for Equans and advise that only shortlisted candidates will be contacted. Please note that we can only accept applications from those with full unrestricted working rights in Australia. Equans is an EEO employer, where all applicants are treated with fairness and respect and have equal access to the opportunities available. We will not be engaging the services of a Recruitment Agency and ask all interested candidates to apply directly via this advertisement. Seniority level Mid-Senior level Employment type Full-time Job functionInformation TechnologyIndustries Facilities Services #J-18808-Ljbffr",Sydney,,-33.8698,151.208,less than a week ago,,2025-07-04
7614779587,"HV Electrician - Bravus site based HC405, Rockhampton","Hitachi Benefits * FIFO: These roles are fly in, fly out of eitherTownsvilleor Rockhampton. * Competitive pay rate: Above ‘award’ base pay rate starting at $75 /hr * TWO bonuses a year: Potential to earn biannual bonuses providing increased earning capacity * Flexible Roster: 7/7 day/night shift roster for genuine work life balance * Stability: Permanent Full Time Position in a leading OEM with long term job security * Uniform: Generous uniform supplied Full PPE * Home Electrical Appliances: Employee exclusive staff discounts on Hitachi goods * Health: Discounted Medibank health insurance policy The Opportunity With strong growth in ourservicedivision, we have an exciting opportunity for an experienced and motivated HV Electrician to join the Hitachi team for a Bravus site-based role. This role would be scheduled on a 7 on – 7 off roster working both day and night shifts. In this role, you’ll enjoy performing holistic complex hydraulic maintenance and repairs on various earthmoving plant components and product lines. With unlimited access to technical support and OEM level training, you will be well equipped to perform your best when performing diagnostic evaluations and component overhauls on construction and mining machinery. About You: * Ensure the HCA Safety Culture is embraced, displayed and driven from within - safety takes priority over everything else * Hold relevant Australian (or Australian recognised)High Voltage Electrician trade qualifications * Ability to be technical and mechanically experience / aptitude * Good communication skills and the ability to work autonomously or as part of a team * Having experienced within a similar role or in a workshop environment would be highly advantageous Here at Hitachi, we believe that success comes from thepartnership of our market-leading products and the quality of our people. We are an equal opportunity employer, do not discriminate and wholeheartedly value diversity at our company. if this sounds like the role for you, select APPLY NOW to secure an interview! About the company Distributor of Hitachi, Bell and John Deere products and services for the construction, mining, quarry, forestry, demolition and recycling industries. Notice Talentify is an Equal Opportunity Employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex,sexual orientation, gender identity, national origin, disability, or protected veteran status. Talentify provides reasonable accommodations to qualified applicants with disabilities, including disabled veterans. Request assistance at or 407-000-0000. Federal law requires every new hire to completeForm I-9 and present proof of identity and U.S. work eligibility. An Automated Employment Decision Tool (AEDT) will score your job-related skills and responses. Bias-audit & data-use details: . NYC applicants may request an alternative process or accommodation ator 407-000-0000. #J-18808-Ljbffr",Rockhampton,,-23.3782,150.513,less than a week ago,,2025-07-04
7614529655,"Fire Electrician - [G-176], Redland City","Join to apply for the Fire Electrician role at EQUANS ANZ 14 hours ago Be among the first 25 applicants Join to apply for the Fire Electrician role at EQUANS ANZ Get AI-powered advice on this job and more exclusive features. Join our Fire Protection Services Team in Brisbane and enjoy a long career at Equans ANZ – A proud world leader in technical services and fit-outs. Equans, a leading provider of technical services across Australia & New Zealand, and globally, is on the lookout for a fully qualified Electrician to join our Fire Protection Services team in Capalaba. You will haveat least 2+ years of experience in the Fire Protection industry and a willingness to learn other areas of the fire industry, in particular the testing and maintenance of portable fire systems. About Us Equans Australia and New Zealand delivers integrated, multi-disciplinary technical solutions and facility management services with the aim to provide superior value to all stakeholders using a using an integrated facilities and project management approach. Find out more about Equans ANZ by visiting equans.com.au. What You’ll Be Doing - Installation programming, fault finding and repair of fire panels, EWIS and other fire electrical equipment. - Installation, modification, andserviceof FDCIE, EWCIE and FFCP, Pump interface equipment, emergency exit lighting, interfacing with auxiliary services and third-party equipment and other fire electrical equipment - Interfacing withair conditioning BMS systems. - Surveying customer premises and recommend fire protection and safety systems and equipment in accordance with Equans’ procedures and relevant Australian Standards. - Participate in the on-call roster as required. What We Offer Role Specific - Training in portable fire systems. - Company vehicle and fuel card. - Tool Allowance. - Travel Allowance. - Income Protection. - Generous On-Call Allowance. Lifestyle & Wellbeing - Life Insurance for employees with TAL Life Limited. - Employee Assistance Program. - Novated Leasing. - Collaborative and inclusive work culture. Employee Discounts - Discounts on Private Health Insurance with Medibank. Learning & Development and Recognition - Online Learning with 'My Hub'. - Strong and supportive leadership. - Opportunities for continuous improvement. - Recognition of Service Awards. - EmployeeReferral Bonus. Leave Options - Purchased Leave. - Additional Paid Parental Leave - Study leave. - Volunteer leave. What You Need Qualification and Licensing Requirements: - Certificate III in Electrotechnology. - Electrical License. - QBCC License – Electrical – Install and Maintain – Fire Alarm Systems. - QBCC License – Electrical – Inspect and Test – Emergency Lighting. Highly Desirable: - QBCC License – Portables – Install and Maintain. Next steps If you are interested in this role, please apply with an up-to-date resume. Please note that we can only accept applications from those with full, unrestricted working rights in Australia. Equans is an EEO employer, where all applicants are treated with fairness and respect and have equal access to the opportunities available. Seniority level - Seniority level Entry level Employment type- Employment type Full-time Job function - Job function Management and Manufacturing - Industries Facilities Services Referrals increase your chances of interviewing at EQUANS ANZ by 2x Get notified about new Electricianjobs in Capalaba,Queensland, Australia. Brisbane, Queensland, Australia 1 week ago Mount Cotton, Queensland, Australia A$63.16-A$63.16 1 week ago Mount Warren Park, Queensland, Australia 3 weeks ago Electrician - $93k - $160k with OT - Brisbane or Sunshine Coast Brisbane, Queensland, Australia 1 month ago Brisbane, Queensland, Australia 1 month ago Brisbane, Queensland, Australia 1 day ago Brisbane, Queensland, Australia 4 weeks ago Brisbane, Queensland, Australia 1 week ago Brisbane, Queensland, Australia 3 months ago Brisbane, Queensland, Australia A$100,000.00-A$145,000.00 1 week ago Brisbane, Queensland, Australia 1 week ago Brisbane, Queensland, Australia 5 months ago Salisbury, Queensland, Australia 1 week ago Eagle Farm, Queensland, Australia A$70.44-A$70.44 2 weeks ago Brisbane, Queensland, Australia 1 month ago Brisbane, Queensland, Australia 4 weeks ago Brisbane, Queensland, Australia 2 days ago Brisbane, Queensland, Australia2 weeks ago Brisbane, Queensland, Australia A$50.00-A$55.00 5 days ago Brisbane, Queensland, Australia 1 week ago Brisbane, Queensland, Australia 1 week ago Brisbane, Queensland, Australia 2 weeks ago Brisbane, Queensland, Australia 2 weeks ago Brisbane, Queensland, Australia 1 week ago Brisbane, Queensland, Australia 1 week ago Brisbane, Queensland, Australia 1 week ago Enoggera, Queensland, Australia 2 weeks ago Greater Brisbane Area A$50.00-A$53.00 25 minutes ago Brisbane, Queensland, Australia 1 week ago Brisbane, Queensland, Australia 3 days ago We’re unlocking community knowledge in a new way. Experts add insights directly into each article, started with the help of AI. #J-18808-Ljbffr",Redland City,,-27.5264,153.267,less than a week ago,,2025-07-04
7614368785,"DQC-485 | Electrician, Kalgoorlie - Boulder","We provide the benefits you expect from a leading national company, but what makes us different? Rewarding Work - Being leaders in our industry, we offer a diverse fast-paced work environment. Our Culture - We offer the career opportunities of a large company with the tight knit family feel of asmaller team. Loyalty - We want to see you reach your potential and we would like to help you get there! About Us: National Pump & Energy (NPE) are proud to be leaders in the provision of pump, power, dewatering and water treatment solutions. As an industry leader, our reputation has been builton products and services delivered by people who are passionate about quality, reliability, and attentiveness. About the Role: As we continue to grow, we have an exciting opportunity to join the Kalgoorlie team as an experienced Electrician. We are looking for someone to maintain our power generation assets and carry out works in our Kalgoorlie workshop and around the gold fields. Key Responsibilities of the Role: • Accountable for the effective maintenance and repair of equipment • Carry out test and tagging as required/scheduled • Ability to read electrical drawings •Assist with installations, servicing and repairs in the field as required • Site installation/commissioning and decommission as and when required Skills and Experience: Essential • Current LR class Driver’s Licence • Electrical Trade Certificate • Well-developed communication skills • Attention to detail and adaptable to changing work environments • Ability to follow directions • Experience in power generation including small to medium power statin installations • Experience in the Rental, Mining, Construction or Heavy industries Benefits: We believe in providing a great employee experience. Therefore, we invest in perks, benefits, and experiences to make the employee journey the best it can be. You will be offered the following benefits and more: • Be part of a growing national company • Competitive Remuneration • Opportunity to growwithin the business and own what you do • Complimentary Employee Assistance Program for staff and their family • Great savings on Private Health Insurance • Novated Leasing Options • Generous discounts available on our online employee portal (Save $ at popular retailers including JBHifi, Event Cinemas and many many more!) Still curious about what makes NPE a great place to work? Get the inside scoop about #LifeatNPE from our team by checking out employee ratings on SEEK. Applications close soon -don't delay, apply today!",Kalgoorlie - Boulder,,-30.7464,121.473,less than a week ago,,2025-07-04
7614732755,"FCF-805 - HV Electrician - Mobile Plant, Shire of Laverton","Press Tab to Move to Skip to Content Link MACA Mining are seeking an experienced HV Electrician to join our maintenance team at our Gruyere project. The Gruyere Gold Mine is an open pit operation located within the Yamarna greenstone belt approximately 200 kilometres east ofLavertoninWestern Australia. As our next Mobile Plant HV Electrician, you will play a key role in maintaining our MT4400 and Komatsu Electric Drive Haul Trucks. Key responsibilities include regular electrical services, fault finding, diagnosis and repairs, and component replacements. Additional duties include, but are not limited to: - Performing periodic statutory electrical testing and inspections - Handling minor electrical works - Electrical breakdowns - Testing and documentation Build your future with one of WA’s most trusted contractors. As a proud Thiess company, MACA is a trusted integrated contracting services group specialising in mining, civil construction, infrastructure, and mineral processing. We strive to be the best by investing in our people, understanding our clients' needs, and having a relentless focus on continuous improvement. Our social responsibility is what drives us, and wemake an impact through contributions and support we give our communities. To be successful in this role, you will have; - Current WA A Grade Electrical Licence. - Minimum 2 years' experience performing services, preventative maintenance, and breakdown repairs on heavy earthmoving fleet. - Exposure to GE drive systems. - Experience conducting statutory testing on electrical infrastructure. - First Aid - National Police Clearance - White Card - Drivers licence - Highly motivated with the ability to work independently. - Have a ""Can Do"" attitude towards your work ethic, health, and safety. What we will offer you: · Full time and casual rates available. · Superannuation paid on all hours worked. · Paid maternity leave. · Competitive rates and access to a range of corporate discounts and cashback offers from over 350 popular retailers. · Access to a dedicated online employee Wellbeing Centre providing education, support and tools to help you live a healthier life. · Access to salary sacrificing benefits. · Refer and earn program allowing you to earn up to $2,500 for referring new employees to MACA positions. · $3000 sign on bonus (T&C’s apply) · Save up to 10% on your Health Insurance with BUPA, HBF or HCF. There are many long-term opportunities available across our business, and more on the horizon. There is always room to grow and develop into the professional you want to be with MACA! Make your mark. If you want to come with us on our journey, applywith us today We’re ready when you are. MACA is an equal opportunity employer and strongly encourages all females and Aboriginal and Torres Strait Islander applicants . #J-18808-Ljbffr",Shire of Laverton,,-27.9397,125.445,less than a week ago,,2025-07-04
7614687693,"[FPM-412] - Auto Electrician - Kwinana Workshop - Mobile …, Kwinana Beach","About Mineral Resources (MinRes) Discover a World of opportunity with Mineral Resources, a leading diversified resources company with extensive operations in lithium, iron ore, energy and mining services acrossAustralia. With a focus on people and innovation, MinRes is at the forefront of the industry, building a sustainable future. At MinRes, the future's bright. Be part of our next chapter. The Opportunity Our large Mobile Equipment Rebuild Facility atKwinanais equipped with the latest technology and tooling. Free parking on site and easy access to major transport routes. –located 30km south ofPerth. Work on new and near new fleet owned and maintained by MinRes – CAT, Komatsu & Hitachi machinery. Machine rebuilds, refurbishments and innovation upgrades. Be part of the development of our mobile maintenance team by mentoring and shaping our apprentices. Career development opportunities to transfer to FIFO roles within the same business. What MinRes can offer you! We invest in your career – training and development programs, inhouse and with OEMs. Access to a range of employee and family benefits and discounts including paid parental leave, employee share program, discounted travel, gym, accommodation, health insurance perks and mental health support. Monday to Friday work with flexible start and finish times and opportunity to be home every night with your family Above market average remuneration, including super on all hours and generous quarterly bonus Employee referral program What is required? Be a dynamic team player with a high commitment to quality of work and safety. Being a strong source of knowledge and guidance for trainees and apprentices. Experience with heavy mobile machinery. Australian recognised Trade Certificate Ability to pass pre-employment medical, including drug and alcohol screen Hold, or willing to obtain a National Police Clearance valid within 12 months If you're ready to be part of our dynamic team and shape your mining career, hit 'APPLY' now. Our recruitment team will guide you toward your future with MinRes. Want to know more about MinRes? Employee Benefits; **********************************************************> Careers at MRL; ****************************************************>",Kwinana Beach,,-32.2266,115.776,less than a week ago,,2025-07-04
7614431374,"(DB729) | Auto Electrician - Mining Assembly, City of Armadale","- Join a global leader in the construction & mining industry - Competitive hourly rate + potential overtime + company biannual bonuses - Access to OEM training, benefits, and opportunities to build on existing skills About Us Hitachi Construction Machinery (Australia) Pty Ltd is a leading manufacturer of construction and mining equipment. The Opportunity Our Mining Assembly division has an exciting opportunity for a highly skilled and experienced Auto Electrician to join our team. In this role, your key focus will be to work on new machine builds, meeting tight deadlines in a safe manner.This is a Monday-Friday role, 38 hours per week with potential for overtime. Responsibilities include: - Ensure alljobsare completed safely and inline with customer and company expectations - Maintain high levels of safety and housekeeping inline with company policies - Ensure all relevant information in relation to tasks performed is capture and presented in required format - Assist in other duties as required - Ensure you complete all tasks to the highest level of workmanship - Engage in safety improvements and discussions To be successful in this role you will: - Ensure the HCA Safety Culture is embraced, displayed and driven from within - safety takes priority over everything else - Hold relevant Australian (or Australian recognised) Auto Electrical trade qualifications or demonstrated a high exposure to Auto Electrics through your mechanical trade. - Demonstrate a strong workethic, good communication and to be able to work well in a team. - Current drivers licence. - High Risk Work licences (forklift, dogging, working at heights, etc.) are desirable but not essential Benefits – What’s in it for you? - Rewarding pay rate + potential overtime + company biannual bonuses! $$$ - Career: Permanent Full Time Auto Electrical Position in a leading OEM with long term job security. - Employee Rewards: Exclusive staff discount on a range of goods and services through our Employee Rewards Program - Career Progression: OEM training and opportunities for upskilling with access to the latest technologies - Culture: Supportive mentors who value your input in finding new and improved ways to achieving success - Health: Discounted Medibank health insurance policy + EAP to support our employees and their families - Employee Referral Program: refer a friend and receive $$At Hitachi, we value our people and work towards providing guidance on your career path towards a rewarding and successful experience. We are proud to be an Equal Opportunity Employer who recruits based on merit and capabilities. As part of our recruitment process, successful candidates may be required to undergo background checks, including (but not limited to) criminal history record checks and employment medical assessments. #J-18808-Ljbffr",City of Armadale,,-32.1792,116.107,less than a week ago,,2025-07-04
7614799258,"[I-020] | Electrician - Shift Work, Perth","Come and join us An excellent opportunity for full time permanent shift work with a market leader. Long term job stability. 24th January, 2025 About the RoleDue to continued growth, we are seeking a proactive and experienced Shift Electrician to assist theMiddle Swanmaintenance team. This position will be working on a shift rotation and is responsible for ensuring that plant downtime is minimized through preventative maintenance.Your role will include:Fault finding and diagnostic electrical work on plant equipment and machineryCompletion of electrical work ordersAssisting other tradeswithin the department as requiredNew installations and plant modificationsMaintaining a high standard of housekeeping and safe work practicesSkills and Experience:Current A Grade Electrical LicenceExperience in a continuous manufacturing environmentDemonstrated strong problem-solving skills and ability to think outside of the boxExcellent communication skills (written and verbal)Ability to work under pressure with a high level of safety focusCurrent WA driver's licenceWhat we Offer:In-house training in a supportive team environmentAccess to BGC's new referral programExtensive employee benefits: corporate discounts and wellbeing initiativesPermanent long-term Position = Based in PERTHSalary sacrifice & novated lease options.Approachable Management & Inclusive team culture.Recognition for outstanding work.We are a close-knit team who recognize the value each of us brings.About the CompanyBGC (Australia) and its vertically integrated group of companies build homes and manufacture most of the materials that go into them, making BGCWestern Australia's largest home building group.The iconic Midland Brick is one of BGC Australia's well-known and trusted brands and supplies bricks, pavers, blocks, and roof tiles to thousands of building and construction companies and individuals. Midland Brick operates four manufacturing sites and four retail sales centres. As a proudly Western Australian owned company, Midland Brick's success has been driven by our product innovation, unrivaledindustry knowledge, and genuine commitment to customerservice.At BGC, we are committed to a workplace culture that is inclusive, where everyone, regardless of cultural and ethnic background, age, gender, disability, or sexual orientation feels safe at work and has opportunities to contribute, develop, and thrive. We work better, together.In return, we offer a great working environment. If you would like to be considered for this role, please click on the Apply for this job button.You must have the right to live and work in Australia to apply for this role.Please note our offices are closed from 21 December 2024 through to 5 January 2025 inclusive. We will respond to your application when we return from Monday, 6 January 2025.",Perth,,-31.9559,115.861,less than a week ago,,2025-07-04
7614430504,"Electrician - (WJ-353), Victoria","SolarServiceGuys and Omnidian Solar Service Guys (SSG), Australia’s largest dedicated solar service network, has been delivering industry-leading support across the full lifecycle of solar PV systems for over 17 years. Headquartered inBrisbane, SSG is known for its nationwide reach and expertise in design, monitoring, maintenance, and repair of solar systems for residential and commercial clients. In 2025, SSG became part of Omnidian, a US-based, Series C tech-enabled service company that’s transforming clean energy asset management through innovation and customer-first solutions. Omnidian’s AI-powered performance assurance platform supports over 380,000 asset years of data and now extends its reach into the Australian market—further enhancing service capabilities through this strategic partnership. Together, we’re delivering cutting-edge support and unmatched customer experience to solar investors across the globe. For more information about this exciting partnership, read Omnidian Announces Acquisition of Solar Service Guys, Accelerating Growth and Service Offerings in Australia Work-Life and Culture - Are you looking to take your career to the next level? At SSG, we hire for attitude and train for skill. We value our people and culture above all, offering a supportive environment that empowers personal and professional growth. If you’re passionate about working in a dynamic, growing company and want to help drive its success, this is the opportunity foryou! - For more insight into the culture at Omnidian, check out our posts What Makes an Ethical Company? and Why We’re Proud to Be a Certified B Corp About the Job - Are you a qualified and experienced Electrician with an Australian Electrical Licence? - If you’re looking for a job that offers career growth, great pay, and a supportive team environment, we want to hear from you! We’re offering excellent compensation for the right person. - JoinSolar Service Guysas an Electrician and play a key role in delivering quality electrical services to homes and businesses inNunawading, VIC. This full-time role comes with heaps of opportunity for career advancement, skill development, and training in renewable energy solutions! What We Offer - Competitive salary + benefits (company vehicle, fuel card, etc) - Ongoing training and career development, including SAA accreditation - Opportunities for career progression in a growing industry - Supportive and safety-focused team culture What We’re Looking For - Australian Electrical Licence – Please only apply if you have a valid Australian licence - Permanent legal rights to work in Australia (not temporary) is required - Manual Driver’s Licence - Safe Working at Heights Certificate or willing to obtain - SAA (Solar Accreditation Australia) (preferred but not essential) - Strong commitment to Workplace Health and Safety - Positive attitude with a strong willingness to learn and grow What You’ll Be Doing - Conducting electrical inspections, maintenance, and testing - Installing and repairing electrical systems, including solar panels - Troubleshooting and resolving electrical issues efficiently - Offering advice on energy-efficient solutions - Ensuring safety and quality in all work - Collaborating with the team to provide excellent customer service. We believe in hiring for attitude and training for skill. If you’re passionate about renewable energy and ready to develop your career, we’ll provide the necessary training, including SAA accreditation. $90,000 - $110,000 a year Pleasedon’t apply if youdon’t have a valid work visa for Australia or a current Australian Electrical Licence. Thank you! We strongly believe that diversity of experience, perspectives, and background will lead to a better environment for our employees and a better product for our customers. We are committed to the principle of equal employment opportunity for all employees and to providing employees with a work environment free of discrimination and harassment. We value diversity and inclusion and are committed to ensuring our hiring and retention practices, as well as our office culture, reflects this value. We will ensure that individuals with disabilities are provided reasonable accommodation to participate in the job application or interview process, to perform essential job functions, and to receive other benefits and privileges of employment. Please contact us to request accommodation. Omnidian isan equal opportunity employer. We are committed to diversity in the workplace. We make employment decisions on the basis of merit and business need. We hire without consideration to age, ancestry, citizenship, disability, gender expression, gender identity, marital status, national origin, politicalactivity or affiliation, race, religion, sexual orientation, veteran status, or any other basis protected by law. We invite you to be part of our mission to create a workplace that is inclusive and welcoming to all. #J-18808-Ljbffr",Victoria,,-36.5986,144.678,less than a week ago,,2025-07-04
7614579666,"OE839 - Electrician, Victoria","SolarServiceGuys and Omnidian Solar Service Guys (SSG), Australia's largest dedicated solar service network, has been delivering industry-leading support across the full lifecycle of solar PV systems for over 17 years. Headquartered inBrisbane, SSG is known for its nationwide reach and expertisein design, monitoring, maintenance, and repair of solar systems for residential and commercial clients. In 2025, SSG became part of Omnidian, a US-based, Series C tech-enabled service company that's transforming clean energy asset management through innovation and customer-first solutions. Omnidian's AI-powered performance assurance platform supports over 380,000 asset years of data and now extends its reach into the Australian market—further enhancing service capabilities through this strategic partnership. Together, we're delivering cutting-edge support and unmatched customer experienceto solar investors across the globe. For more information about this exciting partnership, read Omnidian Announces Acquisition of Solar Service Guys, Accelerating Growth and Service Offerings in Australia Work-Life and CultureAre you looking to take your career to the next level? At SSG, we hirefor attitude and train for skill. We value our people and culture above all, offering a supportive environment that empowers personal and professional growth. If you're passionate about working in a dynamic, growing company and want to help drive its success, this is the opportunity for you!For moreinsight into the culture at Omnidian, check out our posts What Makes an Ethical Company? and Why We're Proud to Be a Certified B CorpAbout the JobAre you a qualified and experienced Electrician with an Australian Electrical Licence?If you're looking for a job that offers career growth, great pay, and a supportive team environment, we want to hear from you! We're offering excellent compensation for the right person.JoinSolar Service Guysas an Electrician and play a key role in delivering quality electrical services to homes and businesses inNunawading, VIC. This full-time role comes with heapsof opportunity for career advancement, skill development, and training in renewable energy solutions!What We OfferCompetitive salary + benefits (company vehicle, fuel card, etc)Ongoing training and career development, including SAA accreditationOpportunities for career progression in a growing industrySupportive and safety-focused team cultureWhat We're Looking ForAustralian Electrical Licence – Please only apply if you have a valid Australian licencePermanent legal rights to work in Australia (not temporary) is requiredManual Driver's LicenceSafe Working at Heights Certificate or willing to obtainSAA (Solar Accreditation Australia) (preferred but not essential)Strong commitment to Workplace Health and SafetyPositive attitude with a strong willingness to learn and growWhat You'll Be DoingConducting electrical inspections, maintenance, and testingInstalling and repairing electrical systems, including solar panelsTroubleshooting and resolving electrical issues efficientlyOffering advice on energy-efficient solutionsEnsuring safety and quality in all workCollaborating with the team to provide excellent customer service. We believe in hiring for attitude and training for skill. If you're passionate about renewable energy and ready to develop your career, we'll provide the necessary training, including SAA accreditation. $90,000 - $110,000 a year Pleasedon't apply if you don't have a valid work visa for Australia or a current Australian Electrical Licence. Thank you! Westrongly believe that diversity of experience, perspectives, and background will lead to a better environment for our employees and a better product for our customers. We are committed to the principle of equal employment opportunity for all employees and to providing employees with a work environment free of discrimination and harassment. We value diversity and inclusion and are committed to ensuring our hiring and retention practices, as well as our office culture, reflects this value. We will ensure that individuals with disabilities are provided reasonable accommodation to participate inthe job application or interview process, to perform essential job functions, and to receive other benefits and privileges of employment. Please contact us to request accommodation. Omnidian is an equal opportunity employer. We are committed to diversity in the workplace. We make employment decisions on the basis of merit and business need. We hire without consideration to age, ancestry, citizenship, disability, gender expression, gender identity, marital status, national origin, political activity or affiliation, race, religion, sexual orientation, veteran status, or any other basis protected by law. We invite you to be part of our mission to create a workplace that is inclusive and welcoming to all. #J-18808-Ljbffr",Victoria,,-36.5986,144.678,less than a week ago,,2025-07-04
